user_id,housing_id,status
525,975,pending
900,586,pending
319,773,pending
905,644,pending
316,932,pending
300,334,pending
2,110,pending
916,514,pending
976,781,pending
119,208,pending
347,238,pending
505,558,pending
309,912,pending
215,920,pending
27,639,pending
493,355,pending
525,745,pending
777,888,pending
808,40,pending
801,14,pending
798,914,pending
4,385,pending
506,347,pending
976,377,pending
595,286,pending
374,978,pending
481,748,pending
315,700,pending
34,721,pending
290,988,pending
275,787,pending
525,115,pending
632,131,pending
139,311,pending
55,820,pending
902,526,pending
481,51,pending
38,949,pending
8,405,pending
45,500,pending
754,506,pending
227,875,pending
255,746,pending
937,945,pending
440,850,pending
664,563,pending
808,159,pending
248,413,pending
387,242,pending
221,593,pending
774,516,pending
987,212,pending
347,532,pending
572,834,pending
222,457,pending
191,623,pending
510,451,pending
339,533,pending
997,621,pending
337,967,pending
205,606,pending
404,759,pending
493,20,pending
918,904,pending
478,335,pending
983,859,pending
917,86,pending
820,149,pending
270,498,pending
820,972,pending
889,204,pending
80,98,pending
719,553,pending
347,356,pending
595,902,pending
104,151,pending
17,320,pending
278,874,pending
211,284,pending
484,622,pending
3,230,pending
344,133,pending
608,622,pending
774,559,pending
487,711,pending
733,349,pending
805,251,pending
894,777,pending
781,131,pending
775,853,pending
186,969,pending
72,388,pending
927,402,pending
905,458,pending
187,707,pending
395,266,pending
540,567,pending
286,129,pending
689,17,pending
316,376,pending
245,91,pending
944,877,pending
398,769,pending
465,932,pending
904,952,pending
981,584,pending
684,131,pending
308,964,pending
234,958,pending
911,302,pending
788,985,pending
636,2,pending
624,590,pending
527,482,pending
776,800,pending
983,938,pending
819,293,pending
539,875,pending
877,120,pending
470,41,pending
390,63,pending
387,808,pending
105,550,pending
554,450,pending
215,503,pending
848,2,pending
609,751,pending
849,877,pending
698,452,pending
20,371,pending
528,289,pending
874,540,pending
779,580,pending
666,107,pending
432,812,pending
742,587,pending
801,491,pending
562,739,pending
331,201,pending
572,904,pending
288,851,pending
176,132,pending
365,598,pending
822,109,pending
404,576,pending
630,228,pending
317,314,pending
799,576,pending
257,772,pending
519,800,pending
464,390,pending
984,853,pending
290,29,pending
157,607,pending
408,884,pending
531,474,pending
667,84,pending
262,532,pending
52,300,pending
49,870,pending
473,847,pending
