user_id,housing_id,status
684,289,pending
166,789,pending
885,752,pending
846,768,pending
68,934,pending
306,195,pending
216,633,pending
573,690,pending
769,405,pending
638,77,pending
331,510,pending
950,284,pending
733,597,pending
496,114,pending
483,75,pending
455,852,pending
369,605,pending
519,218,pending
918,468,pending
378,997,pending
158,183,pending
875,678,pending
796,832,pending
871,302,pending
317,982,pending
552,92,pending
909,7,pending
400,429,pending
680,31,pending
662,383,pending
383,625,pending
582,438,pending
52,35,pending
312,495,pending
434,701,pending
732,806,pending
735,399,pending
991,71,pending
633,798,pending
409,302,pending
714,691,pending
263,234,pending
566,280,pending
346,115,pending
34,283,pending
712,693,pending
503,194,pending
68,185,pending
222,16,pending
723,205,pending
933,279,pending
616,775,pending
679,871,pending
45,856,pending
35,921,pending
5,744,pending
667,788,pending
569,815,pending
571,287,pending
559,677,pending
696,354,pending
678,379,pending
576,480,pending
580,506,pending
636,352,pending
810,335,pending
584,362,pending
162,555,pending
339,73,pending
921,176,pending
780,467,pending
11,916,pending
965,898,pending
545,966,pending
418,266,pending
757,990,pending
786,408,pending
639,385,pending
827,233,pending
475,503,pending
285,892,pending
594,783,pending
72,972,pending
212,324,pending
894,587,pending
373,669,pending
806,891,pending
500,948,pending
118,733,pending
698,547,pending
259,444,pending
440,713,pending
54,790,pending
26,320,pending
790,603,pending
426,418,pending
59,889,pending
776,764,pending
837,463,pending
201,984,pending
466,748,pending
284,798,pending
996,3,pending
679,452,pending
238,241,pending
545,932,pending
536,186,pending
740,4,pending
444,429,pending
629,862,pending
425,296,pending
191,438,pending
857,473,pending
993,695,pending
153,36,pending
27,962,pending
451,265,pending
374,757,pending
428,370,pending
186,136,pending
355,892,pending
509,268,pending
352,29,pending
707,816,pending
449,940,pending
413,724,pending
992,698,pending
902,541,pending
610,601,pending
902,183,pending
254,375,pending
216,894,pending
615,832,pending
543,132,pending
220,303,pending
10,250,pending
280,803,pending
101,856,pending
583,58,pending
256,881,pending
999,352,pending
193,483,pending
227,526,pending
511,771,pending
339,973,pending
943,249,pending
272,730,pending
325,33,pending
464,421,pending
928,66,pending
811,209,pending
319,186,pending
883,318,pending
279,544,pending
743,352,pending
479,397,pending
346,942,pending
803,13,pending
915,957,pending
273,664,pending
552,790,pending
57,483,pending
7,202,pending
115,65,pending
258,591,pending
107,823,pending
456,434,pending
866,883,pending
186,469,pending
588,411,pending
89,51,pending
1,642,pending
306,883,pending
13,932,pending
78,695,pending
846,226,pending
20,232,pending
140,44,pending
537,110,pending
166,110,pending
63,895,pending
623,137,pending
770,642,pending
795,39,pending
257,620,pending
678,193,pending
487,185,pending
700,415,pending
314,428,pending
887,446,pending
499,1000,pending
1000,360,pending
971,672,pending
385,935,pending
534,656,pending
46,314,pending
991,543,pending
882,766,pending
489,830,pending
203,322,pending
996,147,pending
942,369,pending
874,591,pending
792,645,pending
265,855,pending
786,999,pending
700,816,pending
352,264,pending
509,359,pending
147,163,pending
636,433,pending
661,906,pending
212,917,pending
628,791,pending
467,419,pending
602,251,pending
137,1,pending
866,506,pending
269,980,pending
980,831,pending
907,128,pending
330,639,pending
206,707,pending
232,411,pending
422,110,pending
686,177,pending
828,878,pending
10,986,pending
664,974,pending
837,995,pending
772,813,pending
383,977,pending
142,112,pending
98,800,pending
318,195,pending
827,156,pending
472,63,pending
894,530,pending
750,572,pending
200,615,pending
445,329,pending
862,346,pending
147,996,pending
1,197,pending
87,999,pending
272,113,pending
921,280,pending
277,847,pending
430,659,pending
54,259,pending
943,983,pending
732,545,pending
467,270,pending
686,596,pending
909,693,pending
258,450,pending
119,322,pending
235,316,pending
467,545,pending
576,443,pending
602,38,pending
584,71,pending
954,975,pending
14,499,pending
93,767,pending
597,54,pending
219,475,pending
392,11,pending
62,251,pending
246,255,pending
762,685,pending
789,890,pending
205,877,pending
520,652,pending
251,319,pending
894,298,pending
459,329,pending
570,580,pending
758,909,pending
269,24,pending
351,818,pending
42,749,pending
828,109,pending
330,9,pending
166,537,pending
546,165,pending
61,322,pending
447,773,pending
430,805,pending
709,734,pending
511,158,pending
159,936,pending
387,515,pending
944,184,pending
205,620,pending
366,433,pending
137,216,pending
790,855,pending
588,174,pending
238,713,pending
443,922,pending
825,491,pending
42,805,pending
721,222,pending
960,812,pending
519,392,pending
533,957,pending
658,709,pending
877,169,pending
395,294,pending
292,610,pending
963,17,pending
661,551,pending
829,37,pending
962,704,pending
367,502,pending
710,627,pending
166,586,pending
275,869,pending
297,362,pending
168,75,pending
763,234,pending
132,865,pending
396,429,pending
415,862,pending
271,340,pending
932,132,pending
746,224,pending
753,835,pending
861,237,pending
790,12,pending
503,213,pending
390,805,pending
155,722,pending
13,993,pending
247,713,pending
714,323,pending
967,872,pending
657,703,pending
865,894,pending
724,881,pending
787,939,pending
604,24,pending
4,132,pending
948,448,pending
543,848,pending
952,734,pending
920,519,pending
193,645,pending
525,742,pending
783,558,pending
565,334,pending
630,152,pending
327,989,pending
735,586,pending
944,210,pending
31,605,pending
702,89,pending
554,763,pending
381,23,pending
70,679,pending
838,224,pending
163,647,pending
687,130,pending
547,422,pending
749,806,pending
881,966,pending
811,595,pending
303,780,pending
357,170,pending
971,292,pending
558,751,pending
398,360,pending
486,60,pending
736,303,pending
361,75,pending
102,338,pending
150,108,pending
415,440,pending
411,557,pending
500,690,pending
94,169,pending
461,263,pending
501,332,pending
144,838,pending
45,948,pending
827,205,pending
884,629,pending
437,742,pending
796,962,pending
452,627,pending
327,128,pending
525,173,pending
893,890,pending
332,628,pending
510,897,pending
932,464,pending
186,996,pending
953,499,pending
856,86,pending
322,96,pending
382,728,pending
109,184,pending
703,930,pending
371,395,pending
781,425,pending
475,290,pending
985,665,pending
538,442,pending
718,631,pending
695,851,pending
866,179,pending
783,726,pending
522,182,pending
626,713,pending
736,434,pending
339,176,pending
604,905,pending
988,728,pending
597,806,pending
903,245,pending
85,942,pending
651,670,pending
82,269,pending
746,977,pending
437,863,pending
374,168,pending
167,600,pending
788,408,pending
663,946,pending
253,645,pending
635,501,pending
467,722,pending
679,733,pending
962,856,pending
329,552,pending
453,847,pending
979,555,pending
913,508,pending
387,234,pending
715,682,pending
458,691,pending
190,979,pending
126,79,pending
110,534,pending
103,639,pending
583,258,pending
848,295,pending
938,668,pending
991,351,pending
449,957,pending
340,708,pending
579,78,pending
466,155,pending
686,811,pending
761,140,pending
629,155,pending
833,103,pending
748,858,pending
298,175,pending
914,212,pending
47,585,pending
796,405,pending
221,950,pending
805,966,pending
867,720,pending
481,226,pending
282,361,pending
952,1000,pending
770,129,pending
540,492,pending
279,27,pending
855,1000,pending
343,863,pending
85,813,pending
144,674,pending
161,548,pending
678,716,pending
107,520,pending
162,23,pending
745,131,pending
371,593,pending
620,623,pending
377,825,pending
472,463,pending
491,686,pending
823,294,pending
771,966,pending
538,646,pending
4,442,pending
279,580,pending
934,720,pending
786,599,pending
638,951,pending
517,892,pending
523,985,pending
848,177,pending
374,686,pending
893,635,pending
464,906,pending
472,207,pending
850,202,pending
841,915,pending
8,381,pending
354,327,pending
195,657,pending
462,146,pending
985,463,pending
508,350,pending
226,817,pending
775,931,pending
111,382,pending
824,62,pending
273,68,pending
375,431,pending
624,508,pending
389,157,pending
748,281,pending
416,812,pending
973,226,pending
941,706,pending
815,867,pending
249,924,pending
776,756,pending
752,141,pending
279,999,pending
660,158,pending
614,432,pending
747,818,pending
1000,447,pending
846,793,pending
86,910,pending
505,513,pending
691,12,pending
389,913,pending
29,781,pending
941,85,pending
723,923,pending
379,265,pending
748,245,pending
376,469,pending
906,555,pending
149,123,pending
512,537,pending
601,497,pending
171,350,pending
263,664,pending
296,155,pending
695,471,pending
202,692,pending
304,564,pending
276,973,pending
33,735,pending
356,806,pending
314,99,pending
251,146,pending
989,928,pending
999,865,pending
834,153,pending
633,180,pending
198,334,pending
950,654,pending
892,212,pending
606,487,pending
329,715,pending
587,693,pending
343,370,pending
707,491,pending
185,821,pending
372,773,pending
928,147,pending
510,650,pending
914,215,pending
89,875,pending
821,264,pending
920,315,pending
535,86,pending
407,834,pending
376,367,pending
577,547,pending
755,526,pending
433,215,pending
568,245,pending
834,732,pending
630,456,pending
796,107,pending
119,222,pending
157,961,pending
210,427,pending
383,920,pending
433,579,pending
590,689,pending
122,160,pending
303,508,pending
930,264,pending
510,987,pending
762,279,pending
636,760,pending
423,509,pending
649,672,pending
225,45,pending
319,879,pending
638,846,pending
393,586,pending
515,234,pending
230,189,pending
736,269,pending
304,201,pending
109,358,pending
822,808,pending
113,995,pending
998,755,pending
9,183,pending
744,476,pending
457,77,pending
101,500,pending
846,993,pending
256,770,pending
971,963,pending
673,332,pending
326,911,pending
865,597,pending
994,982,pending
652,448,pending
447,803,pending
719,419,pending
335,825,pending
415,55,pending
679,257,pending
239,947,pending
941,128,pending
49,844,pending
533,838,pending
826,193,pending
140,1,pending
198,287,pending
994,369,pending
197,759,pending
984,825,pending
765,286,pending
188,813,pending
266,719,pending
684,459,pending
178,664,pending
493,909,pending
670,738,pending
721,337,pending
719,866,pending
933,164,pending
643,778,pending
869,303,pending
500,791,pending
798,996,pending
873,545,pending
571,285,pending
103,563,pending
535,794,pending
278,570,pending
77,778,pending
236,994,pending
508,17,pending
329,455,pending
468,511,pending
44,494,pending
936,508,pending
728,157,pending
325,172,pending
538,93,pending
433,976,pending
647,166,pending
490,338,pending
138,700,pending
152,866,pending
796,415,pending
248,915,pending
986,614,pending
805,292,pending
840,582,pending
856,696,pending
554,289,pending
288,294,pending
55,167,pending
728,476,pending
500,729,pending
923,53,pending
975,816,pending
358,599,pending
757,736,pending
410,102,pending
899,554,pending
69,680,pending
436,852,pending
585,882,pending
731,347,pending
490,448,pending
924,343,pending
555,877,pending
264,215,pending
322,625,pending
503,684,pending
254,235,pending
706,502,pending
429,48,pending
785,515,pending
711,831,pending
605,295,pending
476,648,pending
839,554,pending
715,867,pending
466,871,pending
726,126,pending
674,842,pending
97,486,pending
547,396,pending
179,497,pending
620,138,pending
722,852,pending
170,715,pending
24,15,pending
679,767,pending
144,775,pending
104,479,pending
255,127,pending
120,610,pending
510,414,pending
368,921,pending
331,383,pending
252,87,pending
73,272,pending
798,648,pending
742,401,pending
127,455,pending
743,400,pending
351,747,pending
435,845,pending
745,624,pending
577,653,pending
836,750,pending
620,763,pending
36,531,pending
691,960,pending
718,778,pending
508,535,pending
747,849,pending
226,755,pending
541,920,pending
590,348,pending
658,966,pending
22,636,pending
516,780,pending
921,356,pending
38,57,pending
784,703,pending
864,166,pending
22,338,pending
202,15,pending
41,151,pending
62,78,pending
560,284,pending
882,449,pending
520,735,pending
570,112,pending
290,775,pending
225,135,pending
611,294,pending
681,637,pending
196,705,pending
521,332,pending
597,111,pending
271,668,pending
38,491,pending
669,571,pending
448,60,pending
38,353,pending
37,837,pending
291,104,pending
790,286,pending
421,375,pending
975,42,pending
718,631,pending
398,930,pending
936,990,pending
796,587,pending
40,762,pending
470,881,pending
401,704,pending
556,469,pending
773,80,pending
365,277,pending
763,777,pending
697,643,pending
739,389,pending
754,82,pending
353,587,pending
151,401,pending
592,333,pending
749,306,pending
196,414,pending
12,710,pending
148,938,pending
218,610,pending
690,979,pending
879,497,pending
612,600,pending
175,567,pending
895,672,pending
980,58,pending
330,655,pending
960,101,pending
214,292,pending
513,539,pending
619,581,pending
316,153,pending
993,238,pending
706,112,pending
74,471,pending
660,526,pending
431,108,pending
341,899,pending
992,778,pending
288,205,pending
671,996,pending
584,923,pending
930,663,pending
641,632,pending
956,275,pending
568,790,pending
586,549,pending
807,525,pending
824,711,pending
684,422,pending
965,463,pending
701,925,pending
6,490,pending
452,167,pending
